amount,transaction_frequency,transaction_hour,location_mismatch,device_change,account_age_days,previous_transaction_count,failed_transaction_count,international_transaction,unusual_transaction,is_fraud
1866.47,13,19,0,0,355,23,0,0,0,0
866.56,9,21,0,0,154,7,0,0,0,0
5636.11,12,8,0,0,88,2,0,0,0,0
4091.03,2,2,0,0,394,21,0,0,1,0
2864.11,4,2,0,0,228,14,0,0,0,0
231.45,7,7,0,0,453,22,0,1,0,0
1277.53,9,11,0,1,1094,59,0,1,0,0
13641.07,3,12,0,0,234,8,0,0,0,0
2287.86,5,7,0,0,477,16,0,0,0,0
6377.88,7,8,0,0,55,4,0,0,0,0
1106.9,5,6,0,0,267,8,0,0,0,0
18745.43,3,12,0,0,378,18,1,0,0,0
3850.55,1,16,0,0,45,4,0,0,0,0
5943.42,4,1,0,0,805,33,0,0,0,0
45514.21,7,11,0,0,189,11,2,1,0,0
20260.74,4,15,0,0,595,37,2,0,0,0
3272.91,5,16,0,0,504,28,0,0,0,0
2457.21,9,13,0,0,923,38,0,0,0,0
3211.38,5,12,0,0,55,1,0,0,0,0
7404.91,5,16,1,0,420,14,0,0,0,0
4002.91,3,9,0,0,325,12,0,0,0,0
2995.17,1,13,1,0,40,1,0,0,0,0
19286.9,10,7,0,0,306,19,0,0,1,0
3967.1,8,10,0,0,281,15,0,0,0,0
44337.63,5,2,0,0,124,4,0,0,0,0
4869.48,2,8,0,0,291,8,0,0,1,0
26511.09,6,3,0,1,271,10,0,0,0,0
6357.05,10,5,1,0,235,11,0,0,0,0
11648.82,7,10,0,0,429,16,0,0,0,0
2154.66,5,12,0,0,556,31,2,0,0,0
1893.61,5,22,0,0,191,10,1,1,0,0
7042.41,8,0,0,0,314,16,0,0,0,0
11950.8,8,21,0,0,907,46,0,0,0,0
4629.74,9,7,0,0,311,12,0,1,0,0
1228.57,9,17,1,0,186,11,1,0,0,0
1141.09,5,16,0,0,141,7,1,0,0,0
1067.27,2,23,0,1,488,27,0,0,0,0
759.29,5,2,0,0,199,11,0,0,0,1
4961.61,8,23,0,0,169,11,0,0,1,0
13698.53,6,1,0,1,466,16,0,0,1,0
4387.8,6,21,0,0,108,3,0,0,0,0
463.86,6,15,0,0,448,30,0,0,0,0
3674.75,6,11,0,0,147,5,0,0,0,0
3778.95,8,9,0,0,170,11,1,0,0,0
36170.49,7,2,0,0,106,4,0,0,0,0
1035.73,9,19,0,0,177,12,0,0,0,0
3008.88,4,17,0,0,690,31,0,0,0,0
24485.9,5,22,1,0,1510,68,0,0,0,0
6974.24,9,17,0,0,294,17,0,0,0,0
7811.19,7,22,1,0,257,17,0,0,0,0
4986.97,8,21,0,1,559,39,1,1,1,0
6185.38,4,10,0,0,453,26,1,0,1,0
9677.99,3,16,0,0,637,31,0,0,0,0
1979.33,1,6,0,1,424,18,0,0,0,0
10700.64,3,19,0,1,694,36,0,0,0,0
1126.64,11,14,0,0,409,29,1,0,1,0
6175.64,3,10,0,0,908,50,1,0,0,0
5317.41,5,15,0,0,549,33,2,0,0,0
2401.16,3,6,1,0,856,40,0,0,0,0
4347.32,8,14,0,0,258,13,0,0,0,0
2386.21,8,11,0,0,285,14,0,0,0,0
1522.79,5,7,0,0,390,21,1,0,0,0
3122.49,8,23,0,0,405,24,0,0,0,0
1474.41,0,1,0,0,324,16,1,0,0,0
6141.34,8,18,0,0,347,14,0,0,0,0
1407.98,9,5,0,0,278,7,0,0,0,0
9063.2,5,5,0,0,388,18,0,0,0,0
1364.47,7,3,0,0,239,7,0,0,0,0
2524.26,6,2,0,0,677,30,0,0,0,0
2381.29,5,2,0,0,529,25,0,0,0,0
16733.14,7,19,0,0,391,19,0,0,0,0
6187.52,5,22,0,0,87,5,0,0,0,0
3598.48,3,14,0,0,76,5,0,0,0,0
7322.59,8,0,0,0,348,18,0,0,0,0
540.67,5,20,0,0,160,9,0,0,0,0
4259.33,7,14,0,0,485,25,0,0,0,0
32778.04,7,12,0,0,44,2,0,1,0,1
5076.34,7,22,0,0,1005,44,0,0,0,0
4759.57,3,9,1,0,120,5,1,0,0,0
7693.48,9,8,0,0,640,30,0,0,0,0
10890.05,4,18,0,1,270,14,0,0,1,0
603.37,3,12,0,0,83,4,1,0,0,0
826.89,6,17,0,0,285,22,1,0,0,0
5487.85,11,16,0,0,800,31,0,0,1,0
2175.74,4,20,0,0,266,10,1,0,0,0
16515.02,3,7,0,0,756,41,0,0,0,0
3244.85,5,1,0,0,331,16,0,0,0,0
642.57,8,11,0,0,521,28,0,0,0,0
1251.36,6,15,0,0,210,11,2,0,0,0
284.38,5,19,0,0,176,7,0,0,0,0
3518.8,6,6,0,0,128,6,1,0,0,0
3683.49,7,17,0,0,393,23,1,1,0,0
2908.92,5,19,0,0,465,27,0,0,0,0
13080.52,11,19,0,0,280,11,0,0,0,0
14742.94,13,19,0,0,195,9,0,1,0,0
3750.38,6,23,1,0,893,51,0,0,0,0
526.0,12,15,0,0,333,18,1,0,0,0
8244.34,6,8,0,0,435,27,0,0,0,0
7749.32,3,10,0,0,237,20,0,0,0,0
6059.55,4,17,0,0,86,2,0,1,0,0
11866.56,8,5,0,0,171,10,1,0,0,0
1387.38,7,14,0,0,316,9,0,0,0,0
33148.59,4,13,0,0,103,3,0,0,1,0
1703.72,4,15,0,0,487,35,0,0,0,0
9407.13,4,10,0,1,323,18,1,0,0,0
822.75,6,17,1,1,296,22,0,1,0,0
1754.14,7,1,0,0,50,2,0,0,1,0
20259.29,5,17,0,0,314,21,2,0,0,0
3425.83,4,19,0,0,367,10,0,1,0,0
10300.24,9,21,0,0,154,12,0,0,0,0
5636.14,6,22,0,0,223,16,1,0,0,0
4003.97,2,8,0,0,362,23,0,0,0,0
17393.47,9,1,0,0,165,12,1,0,0,0
3509.89,7,15,1,0,220,14,0,1,0,0
749.39,6,2,0,0,184,12,0,0,1,0
1991.73,9,6,0,0,471,30,1,0,0,0
7717.08,6,16,0,0,654,32,0,1,1,0
6604.52,4,14,0,0,368,17,0,0,0,0
927.92,8,14,0,0,259,17,2,1,0,0
2155.24,6,18,0,0,522,25,0,0,0,0
2485.62,7,3,0,0,84,10,0,0,0,0
3085.69,5,18,0,0,309,11,0,0,0,0
1123.37,5,14,0,0,678,43,1,0,1,0
2372.33,4,10,0,0,198,7,1,0,1,0
2146.06,6,11,0,0,434,24,0,0,0,0
9619.36,4,12,0,0,546,18,0,0,0,0
9987.82,4,13,0,0,358,17,0,0,0,0
3843.7,5,8,0,1,167,14,0,1,0,0
3004.78,8,5,0,0,221,8,0,0,0,0
5114.96,5,4,0,0,476,31,0,0,1,0
1965.35,3,8,0,0,469,18,0,0,0,0
1412.57,4,6,0,0,341,7,0,0,0,0
1736.76,6,12,1,0,61,1,0,0,0,1
2357.1,7,21,0,0,112,10,0,0,1,0
1389.26,8,2,0,0,302,9,0,0,1,0
5229.44,2,7,0,0,192,11,1,0,0,0
9225.4,6,1,0,0,134,6,1,0,0,1
909.51,4,23,0,0,136,8,1,0,0,0
4560.23,6,16,0,0,1166,55,0,0,0,0
3569.08,9,5,0,0,384,23,0,0,0,1
6257.33,6,9,0,0,472,27,0,0,0,0
4389.9,3,17,0,0,270,13,0,0,0,0
1039.4,10,22,0,0,603,26,0,0,0,0
1258.42,7,13,0,0,444,14,2,0,0,0
4579.86,8,6,0,1,361,17,0,0,0,0
12441.35,10,16,0,1,366,18,0,1,0,0
485.81,8,16,0,0,178,7,1,1,0,0
6283.78,10,15,0,0,169,17,1,0,0,0
14612.35,6,1,0,0,379,20,0,1,0,0
3816.06,7,16,0,0,559,30,0,0,0,0
7709.45,4,0,0,0,701,38,0,0,0,0
2201.58,5,21,0,0,501,28,0,0,0,0
3946.7,6,21,0,0,754,34,0,0,0,1
879.27,6,13,0,0,678,33,1,0,0,0
426.52,3,15,0,0,288,6,0,0,1,0
11415.94,4,1,0,0,870,42,0,0,0,0
1660.72,4,20,0,0,329,24,0,0,1,0
2819.94,7,6,0,0,313,18,0,0,0,0
1111.6,3,6,0,1,474,29,0,0,0,0
1085.75,9,16,0,0,700,36,0,0,0,0
3737.46,5,22,0,0,202,12,0,0,0,0
2143.99,8,11,0,0,328,22,0,0,0,0
6489.7,10,12,0,0,287,13,0,1,1,0
6992.12,4,13,0,0,155,8,0,1,1,0
6129.38,4,6,0,0,201,8,0,0,0,0
5645.43,8,14,0,0,161,6,0,0,0,0
21542.18,4,23,0,0,459,17,2,0,0,0
1529.06,5,9,0,1,277,11,1,0,0,0
4209.36,5,18,0,1,245,10,0,0,0,0
13803.67,4,18,1,0,424,22,1,0,0,0
15749.12,8,20,0,0,432,27,0,0,0,0
1073.02,6,17,0,0,678,38,1,0,0,0
3254.01,8,22,0,1,58,4,0,0,1,0
17294.11,5,17,0,0,593,30,1,0,0,0
7391.45,7,23,0,0,147,11,1,0,1,0
5405.99,7,17,0,0,404,23,0,0,0,0
3577.13,10,20,0,0,138,9,1,0,1,0
3029.64,9,21,0,0,497,19,0,1,0,0
5932.61,6,23,0,0,213,16,0,0,0,0
3455.17,5,14,0,0,449,20,0,0,0,0
4261.69,10,17,0,0,188,10,0,0,0,0
4810.7,5,23,0,0,78,6,0,0,0,0
2257.31,12,9,0,0,193,6,0,0,0,0
7571.37,8,2,0,0,432,23,2,0,0,0
81981.15,9,21,0,0,272,16,2,0,0,0
752.21,7,15,0,1,536,17,0,0,0,0
6148.8,1,10,0,1,300,14,1,0,0,0
2079.35,9,17,0,0,390,15,0,1,0,0
7922.03,5,0,0,0,93,1,0,0,0,0
4659.01,7,11,0,0,433,24,0,0,0,0
9526.71,4,6,1,0,575,32,0,0,0,0
14407.53,9,6,0,0,58,4,0,0,0,0
5390.65,5,23,0,0,116,4,0,0,0,0
13794.87,11,13,0,0,955,49,2,0,1,0
426.54,6,3,0,0,380,19,0,0,0,0
21817.16,4,8,0,0,276,14,0,0,0,0
6470.85,4,5,0,0,250,14,0,0,0,0
13066.98,3,21,0,0,25,2,0,0,1,1
1313.07,11,6,0,0,492,23,0,0,0,0
1937.65,0,8,0,0,264,12,0,0,0,0
5145.81,5,8,0,0,341,11,0,0,0,0
4371.94,7,4,0,0,580,34,2,0,1,0
5902.13,8,18,0,1,298,11,0,0,0,0
13154.45,8,13,0,0,651,29,1,0,0,0
761.11,3,10,0,0,80,2,0,0,0,0
11776.0,9,9,0,0,415,20,0,0,0,0
4484.05,2,16,0,1,219,13,0,1,0,0
3627.21,7,2,0,0,427,28,0,0,1,0
1021.35,9,22,0,1,273,18,0,0,0,0
7354.36,3,13,0,0,681,27,0,0,0,0
397.78,10,5,0,0,513,29,0,0,0,0
8504.87,7,12,0,0,225,8,1,0,0,0
1000.14,14,20,0,0,211,11,0,0,1,0
4691.27,8,4,0,0,412,19,0,0,1,0
3947.47,3,12,0,1,287,10,0,0,0,0
14321.8,3,14,0,0,373,26,0,0,0,0
3719.5,9,19,0,0,466,19,0,0,0,0
2221.33,8,13,0,0,589,39,0,0,0,0
2679.53,5,17,1,0,257,9,0,0,0,0
15881.06,5,18,0,0,167,15,0,0,1,0
7602.99,4,21,0,0,686,45,1,0,0,0
3024.1,6,8,0,0,579,25,0,0,0,0
3510.64,3,16,0,0,432,7,0,0,0,0
927.81,14,5,1,0,486,22,1,0,0,0
6558.22,8,20,0,0,312,18,0,0,0,0
765.24,4,22,0,0,476,26,0,0,0,0
9431.37,8,7,0,0,761,33,0,0,0,0
5057.47,11,13,0,0,150,8,1,0,0,0
48385.32,9,19,0,0,181,13,0,0,0,0
1480.1,5,0,0,0,515,23,0,0,1,1
4013.17,6,16,0,0,46,2,0,0,0,0
26857.16,8,19,0,0,790,32,0,0,0,0
14638.2,4,20,0,0,892,55,1,0,0,0
2216.73,3,4,0,0,168,10,0,1,1,0
5563.42,3,18,0,1,170,10,0,0,0,0
4455.97,3,18,1,1,22,2,0,0,1,0
5895.57,8,0,0,0,167,6,1,0,0,0
2211.26,4,16,0,0,325,22,0,0,0,0
4067.08,6,15,0,0,74,8,1,0,0,0
899.6,6,23,0,0,619,32,0,0,0,0
5090.46,3,1,0,0,590,29,0,0,0,0
6974.53,5,23,0,0,384,20,1,1,0,0
3542.47,2,13,0,0,216,11,0,0,0,0
884.44,5,6,0,0,194,8,0,0,0,0
11950.54,3,9,0,0,497,24,0,0,0,0
6403.02,7,18,0,0,707,37,0,0,0,0
2151.64,11,23,0,0,215,15,0,0,1,0
3359.0,7,7,0,0,721,34,0,0,0,0
991.61,6,23,1,0,438,17,1,0,0,0
1594.94,6,15,0,0,733,33,0,0,0,0
2597.2,5,4,0,0,257,13,0,0,0,0
15190.43,8,14,0,0,118,6,0,0,0,0
2346.07,10,19,0,0,734,39,0,0,0,0
8435.58,9,1,0,0,201,6,1,0,0,0
2595.89,10,1,0,1,628,31,0,0,0,0
5698.44,8,0,1,0,46,2,0,0,0,0
3860.7,12,13,0,0,338,16,0,0,0,0
10647.25,6,1,0,0,441,21,0,0,0,0
2605.0,8,22,0,0,380,19,0,0,0,0
922.85,5,3,0,0,386,18,0,1,0,1
1116.61,6,1,0,0,305,17,0,0,0,0
2612.66,4,6,0,0,288,10,0,0,0,0
1275.3,4,18,0,1,414,21,0,0,0,0
6702.34,5,21,0,0,693,41,0,0,0,0
2791.21,9,6,1,0,201,10,2,0,0,0
47791.67,11,12,0,0,512,33,0,1,0,0
782.34,3,18,0,0,121,6,1,1,0,0
5451.43,5,19,0,0,464,17,0,0,0,0
1439.49,5,3,0,0,232,10,0,0,0,0
2715.14,4,20,0,0,176,9,0,0,0,0
5122.61,8,20,0,0,408,20,0,0,0,0
434.69,8,17,0,0,766,29,0,0,0,0
5635.42,7,12,0,0,156,7,0,0,1,0
29819.19,2,9,0,0,132,4,0,0,0,0
2825.84,6,21,0,1,336,16,0,0,0,1
5766.43,6,20,0,0,182,13,0,0,0,0
12393.43,6,12,0,0,344,24,1,0,0,0
3774.59,5,17,0,0,255,13,1,0,1,0
2487.52,4,9,0,0,133,7,0,0,0,0
456.81,9,17,1,0,203,10,0,0,0,0
8442.14,6,2,0,0,633,18,0,0,0,0
3971.23,2,21,0,0,277,13,2,0,0,0
1615.36,7,12,0,0,326,14,1,0,0,0
5047.24,3,14,0,0,177,10,1,0,0,0
2480.76,6,4,0,0,406,21,0,0,0,0
2621.69,5,12,1,1,527,24,0,0,0,1
8154.22,3,0,0,0,363,29,1,1,0,1
1166.33,6,21,0,0,268,13,0,0,0,0
12674.09,5,17,1,0,589,32,0,0,0,0
1099.17,9,10,0,0,334,15,0,0,0,0
2292.27,4,20,0,0,683,20,1,0,0,0
30422.76,4,19,0,0,482,22,0,0,1,0
13730.22,9,2,0,0,263,22,0,0,0,0
4903.01,6,1,0,0,96,6,0,0,0,0
1736.23,6,6,0,0,491,19,0,0,0,0
2619.47,4,0,0,0,685,35,0,0,0,1
4785.16,4,13,0,0,152,6,2,0,0,0
4617.11,6,12,0,0,312,17,0,0,0,0
4060.77,8,12,0,0,487,34,0,0,0,0
4312.04,9,1,0,0,265,15,0,1,0,0
3588.99,7,22,0,0,337,13,0,0,0,0
1051.55,13,23,0,0,857,46,0,0,0,0
2653.11,6,14,0,1,402,22,1,0,0,0
11099.15,2,0,0,0,182,5,3,0,0,0
1131.91,4,9,0,0,334,22,0,0,0,0
3679.18,11,17,0,0,338,17,0,0,0,0
1959.11,7,17,0,0,154,4,0,0,0,0
4970.87,5,5,0,0,1067,58,1,0,0,0
3015.04,6,19,0,0,36,1,0,0,1,0
19484.87,3,23,0,0,97,2,0,0,0,0
7380.4,6,12,0,0,151,9,0,0,0,0
1197.75,8,9,0,0,98,0,0,0,0,0
8701.3,11,12,0,0,69,2,0,0,0,0
2049.49,6,0,0,0,858,46,0,0,0,0
2497.4,5,12,0,0,508,26,0,0,0,0
6086.44,3,0,0,0,606,28,0,1,0,0
2719.63,8,0,0,0,252,10,1,1,0,0
10860.15,8,13,0,0,706,27,0,0,0,0
2049.78,8,12,0,0,491,18,1,0,0,0
2394.8,7,23,0,0,244,11,1,0,0,0
2306.83,6,12,0,0,457,36,1,0,0,0
2525.92,9,23,0,0,108,3,0,0,0,0
13348.93,6,19,1,0,411,12,0,0,0,1
8339.81,9,8,0,0,292,11,0,0,0,0
24586.28,13,22,0,0,851,30,0,0,0,0
42943.66,9,11,0,1,636,25,0,0,0,0
1586.5,3,14,0,0,106,5,0,0,1,0
4771.51,3,2,0,0,165,11,1,0,0,0
1371.69,4,5,0,0,1097,61,0,1,0,0
2043.45,5,12,1,0,251,12,0,0,0,0
2368.28,5,6,0,0,104,7,1,0,0,0
1545.1,9,14,0,0,524,24,0,0,0,0
1553.26,8,1,0,0,773,42,0,1,0,0
3849.57,7,6,0,0,284,15,0,0,0,0
1317.22,4,15,0,0,446,27,3,0,0,0
10322.97,8,14,0,0,314,18,0,0,0,0
1776.23,8,23,1,0,529,23,0,0,0,0
73833.58,5,21,0,1,182,6,1,0,0,0
2831.65,5,19,0,1,389,14,0,0,0,0
4779.15,7,0,0,0,626,41,0,0,0,0
1217.63,5,14,0,0,244,18,1,0,0,0
24491.75,7,5,0,0,596,37,0,0,1,0
13622.81,7,6,0,0,512,28,0,0,0,0
5984.43,4,5,0,0,131,14,0,0,0,0
1156.55,8,10,0,0,187,15,1,0,0,0
5489.91,6,2,0,0,554,32,0,0,0,0
1448.91,4,12,0,0,185,14,0,0,0,0
19194.04,10,3,0,0,37,0,0,0,0,0
9988.55,7,12,1,0,369,22,2,0,0,0
4892.4,6,15,1,0,350,12,0,0,0,0
389.02,9,4,0,0,535,28,0,0,0,0
1663.34,7,2,0,0,736,43,2,0,1,0
8846.36,3,19,0,0,351,18,0,0,0,0
14956.24,9,17,0,0,418,25,1,0,0,0
13482.8,3,6,0,0,99,3,0,0,0,0
905.05,1,21,0,0,256,10,0,0,0,0
6012.24,10,5,0,0,1282,61,0,0,0,0
12277.4,9,22,0,0,479,15,0,0,1,0
846.97,9,2,0,0,755,40,1,0,0,0
4412.05,2,15,0,0,254,15,0,0,0,0
5847.93,9,0,0,0,226,7,0,0,0,0
3291.95,11,4,0,0,221,8,0,0,0,0
697.73,7,9,0,0,613,30,0,0,0,0
3210.89,6,2,0,0,291,18,0,0,0,0
3205.73,6,10,1,0,96,10,0,1,0,0
3835.01,4,5,0,1,310,11,0,0,0,0
2531.4,1,2,1,0,230,9,0,0,1,1
2855.46,5,23,0,0,638,25,0,0,0,0
4273.95,12,23,0,1,1056,60,2,0,0,0
6921.96,5,23,0,0,99,4,0,0,0,0
3279.92,9,3,0,0,490,17,0,0,0,0
2952.33,6,9,1,0,698,38,1,0,0,0
4877.33,9,7,0,0,555,23,0,0,0,0
651.37,10,7,0,0,228,10,0,0,0,0
7165.51,7,9,0,0,270,12,0,0,0,0
4444.56,6,12,0,0,343,22,0,0,0,0
4627.14,3,11,0,0,200,10,1,0,0,0
11622.92,5,7,0,0,392,20,0,0,0,0
630.92,8,23,0,0,788,39,0,1,0,0
617.8,2,23,0,0,486,18,0,0,0,0
5847.7,7,7,1,0,77,3,0,0,0,0
4415.53,2,5,0,0,315,15,1,0,0,0
5272.06,9,12,0,0,988,45,0,0,0,0
2801.4,5,8,0,0,181,9,0,0,0,0
8641.69,7,23,0,0,554,30,0,0,0,0
11300.91,2,10,0,0,131,7,0,0,0,0
7215.47,5,0,0,0,483,26,0,0,0,0
3426.08,5,3,0,0,270,18,0,0,0,0
540.4,3,1,0,0,853,51,1,0,0,0
9597.29,4,9,0,0,849,39,0,0,0,0
15089.11,3,7,0,1,103,5,1,0,0,0
8472.31,2,20,0,1,308,15,0,1,1,0
1845.23,7,21,0,0,250,7,0,0,0,0
8723.66,4,3,0,0,544,24,1,0,0,0
10514.7,7,22,0,0,1328,66,0,0,0,0
21137.76,5,14,0,0,295,12,1,0,0,0
1851.76,5,7,0,0,794,48,1,1,0,0
3545.89,9,9,1,0,280,12,0,0,0,0
9388.79,6,10,0,1,377,24,0,0,1,0
4709.84,7,4,0,0,299,14,0,1,0,1
1454.87,8,20,0,0,546,19,0,0,0,0
6731.92,7,0,0,1,888,36,1,0,0,0
7932.01,6,1,0,0,623,37,1,1,0,1
4855.96,9,6,0,1,265,14,0,0,0,0
5539.09,7,3,0,0,130,11,0,0,0,0
3433.36,7,1,0,0,199,6,1,0,0,0
19502.13,5,9,0,0,750,36,0,0,1,0
1806.79,6,9,0,0,386,19,1,1,0,0
2471.74,8,3,0,0,413,23,0,0,0,0
4496.19,3,19,0,0,599,36,0,0,0,0
10710.22,6,21,0,0,348,15,0,0,0,0
994.88,5,17,0,0,652,30,0,0,1,0
1199.55,6,12,0,0,301,16,0,0,0,0
579.56,8,22,0,0,256,15,1,0,1,0
4594.87,4,8,0,0,144,7,1,0,0,0
1453.45,7,10,1,0,47,1,0,0,0,0
3027.37,4,0,0,0,392,11,1,0,0,0
8616.02,3,16,0,0,574,32,0,0,0,0
2341.29,6,2,0,0,571,29,1,0,0,0
5604.26,6,15,0,0,769,30,1,0,0,0
3296.65,1,18,0,0,331,16,1,0,0,0
8709.02,7,5,0,0,762,37,0,0,0,0
7151.86,5,14,0,0,361,12,0,0,0,0
2226.23,6,7,0,0,142,11,0,0,0,0
3756.9,6,9,0,1,475,23,0,0,0,0
12628.9,3,12,0,0,150,6,1,0,0,0
6590.45,7,5,0,0,330,12,0,0,0,0
1099.97,4,19,0,0,682,45,0,0,0,0
8566.53,5,9,0,0,29,1,0,1,0,0
1503.26,10,11,0,0,374,15,0,0,0,0
18260.82,2,19,0,0,204,15,0,1,0,0
12383.24,10,5,0,0,685,36,1,0,0,0
5942.5,3,10,0,0,940,51,0,0,0,0
5204.26,9,23,0,0,285,14,1,0,1,0
3608.21,3,9,0,1,527,29,0,1,0,1
8765.02,5,2,0,1,104,4,1,0,0,0
3069.35,6,6,0,0,427,17,0,1,0,0
5628.34,4,22,0,0,161,3,0,1,0,0
10635.3,12,18,0,0,178,10,0,0,1,0
2535.62,9,19,0,0,314,9,0,0,0,0
2401.4,7,6,0,0,180,5,0,0,0,0
1347.0,4,20,0,0,439,25,0,0,0,0
1533.84,9,9,0,0,349,20,1,0,0,0
714.52,10,19,0,0,215,9,1,0,0,0
9226.44,6,21,0,0,202,9,1,0,0,0
27144.09,5,4,0,1,489,22,0,0,0,0
18496.35,8,22,0,0,568,31,0,0,0,0
874.73,7,15,0,1,373,16,1,0,0,0
9180.66,7,17,0,0,539,28,2,0,0,0
18436.84,11,18,0,0,147,12,0,0,0,0
2816.33,4,4,0,0,166,13,0,0,0,0
4921.89,5,17,0,0,221,14,0,0,0,0
597.11,12,5,0,0,136,8,0,0,0,0
5806.52,2,6,0,0,32,1,0,0,0,0
1535.24,7,2,0,0,291,19,0,0,0,0
5429.68,3,4,0,0,192,15,0,0,0,0
933.37,4,23,1,0,256,13,1,0,0,0
7653.04,6,7,0,0,177,8,0,0,1,0
12388.36,4,9,0,1,246,10,1,0,0,0
2032.09,3,11,0,0,347,29,0,0,0,0
1426.64,11,17,0,0,522,32,1,0,0,0
514.9,5,13,0,0,729,40,0,0,0,0
3407.0,9,12,0,0,281,15,0,0,0,0
2485.94,8,20,0,0,190,5,0,1,0,0
942.92,8,11,0,1,76,5,0,0,0,0
6995.47,8,18,0,0,1154,56,0,0,0,0
2835.66,4,21,0,0,560,25,0,0,0,0
1516.66,9,16,0,0,384,16,1,0,0,0
2554.03,5,0,0,0,111,0,0,0,0,0
12981.81,5,6,0,0,39,3,0,0,0,0
8126.92,9,14,0,1,73,2,0,0,0,0
3904.85,6,11,0,0,228,15,0,0,0,0
8259.38,5,6,0,0,197,15,1,0,0,0
1392.82,5,8,1,0,185,3,0,0,0,0
4593.37,6,1,0,0,208,8,0,0,0,0
5152.94,3,5,0,1,621,20,0,1,0,0
2779.88,6,18,0,0,110,9,0,0,0,0
6873.7,6,0,0,0,141,6,0,0,0,0
2037.68,7,20,0,0,145,8,0,0,0,0
7404.33,3,8,0,0,223,6,0,0,0,0
7722.23,1,19,0,1,75,4,0,0,0,1
240.53,1,6,0,0,466,10,0,0,0,0
14622.34,6,19,0,0,188,8,0,0,0,0
211.11,5,13,0,0,294,16,0,1,0,0
2401.75,10,20,0,0,335,17,0,0,0,0
12398.71,7,1,0,0,253,16,0,1,0,0
3238.01,8,19,0,0,567,37,0,0,0,0
1026.4,7,6,0,1,716,33,0,0,0,0
1489.6,8,8,0,0,120,5,0,1,1,1
12418.04,9,1,0,0,181,11,1,0,0,1
650.99,4,22,0,1,153,12,1,0,0,0
13752.71,8,15,0,0,96,6,1,0,0,0
4208.65,4,23,0,0,509,31,1,0,0,0
1349.66,7,13,0,0,438,20,0,0,0,0
2482.16,7,3,1,0,185,6,0,0,0,1
1608.05,7,8,0,0,180,7,0,0,0,0
10574.76,0,10,0,0,377,20,1,1,0,0
9250.45,1,3,0,0,267,12,0,0,0,0
796.99,9,22,1,0,382,21,0,0,0,0
2970.27,8,22,0,0,210,6,0,0,0,0
1875.84,11,13,0,0,356,23,0,0,0,0
16212.05,2,14,0,1,585,30,1,0,1,0
1152.74,6,16,0,0,296,14,1,0,1,0
22119.82,2,16,0,0,837,39,0,0,0,0
4301.44,8,1,0,1,388,16,0,0,0,1
1391.4,5,12,0,0,46,2,0,0,0,0
2259.11,6,18,0,1,278,17,1,1,0,0
1994.96,11,19,0,0,484,25,0,0,1,0
1243.12,9,14,0,0,419,24,1,0,0,0
4889.41,4,21,1,0,478,32,1,0,0,0
1302.56,5,14,0,0,347,16,0,0,0,0
502.52,11,9,0,0,809,48,0,0,0,0
3042.16,5,10,0,0,520,27,1,0,0,0
733.0,7,16,0,0,328,20,1,0,0,0
2096.11,11,21,0,0,389,17,0,0,0,0
1791.66,7,5,0,0,1089,48,0,1,0,0
1860.84,4,7,0,0,765,33,0,0,0,0
32891.29,6,15,1,0,272,7,0,0,0,0
4705.14,3,18,0,0,395,18,2,0,1,0
5683.78,6,9,0,0,805,43,0,0,0,0
752.65,6,15,0,0,141,6,0,0,0,0
2312.39,3,0,0,0,232,15,1,0,0,1
5515.42,7,7,0,0,611,35,0,0,0,0
1596.34,6,22,0,1,175,8,0,0,0,0
11026.57,5,13,0,0,270,12,1,0,0,0
1335.82,0,20,0,0,379,25,0,0,0,0
3339.69,3,5,0,1,555,32,0,0,0,0
2474.88,12,6,1,0,109,8,1,0,0,0
5241.28,5,23,0,0,581,28,1,1,0,0
2343.76,4,23,0,0,355,10,1,0,0,0
3391.77,4,21,0,0,373,10,0,0,0,0
3511.75,5,7,1,0,79,5,1,0,0,0
2133.7,8,19,1,0,312,17,0,0,0,0
7223.49,4,11,0,0,123,4,0,0,0,0
5644.23,2,20,0,0,855,40,1,0,0,0
4069.95,5,20,0,0,255,14,1,0,0,0
2891.53,5,10,0,0,737,26,2,0,0,0
9862.98,3,7,0,0,366,21,1,0,0,0
3512.79,6,23,1,0,744,40,2,0,0,0
3272.48,8,10,1,0,53,3,0,0,0,0
4937.87,5,10,0,0,166,10,0,1,0,0
24260.06,4,15,0,0,709,36,0,0,0,0
1164.03,7,22,0,0,969,41,0,0,0,0
9603.25,10,3,0,0,282,16,1,0,0,0
669.7,8,23,0,0,213,5,0,0,0,0
5526.3,6,10,0,0,102,10,0,1,0,0
21484.41,8,0,0,0,68,4,0,0,0,0
7249.36,6,7,0,0,62,1,0,0,0,0
5274.43,3,11,0,0,332,22,1,0,0,0
2539.06,9,16,1,0,317,19,0,0,0,0
4587.3,2,13,0,0,123,3,2,0,0,0
3456.24,2,3,0,0,188,6,0,0,0,0
2026.41,6,11,0,0,259,14,0,1,0,0
3327.99,4,5,0,0,50,2,1,0,0,0
5422.87,6,6,0,0,379,23,0,0,0,0
2064.79,8,17,0,0,414,16,0,0,0,0
1985.68,6,19,0,1,487,23,2,0,0,1
1141.11,10,3,0,0,457,25,1,0,0,0
